"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.354214142952031,0.390192957451374,0.310516625398972,0.336493251517213,0.273598294498758,0.395496646312099,0.264297785367346,0.34419354780992,0.305811983111098,0.355000309177867,0.135803370385583,0.287160961810434,0.350860481146725,0.328172541288929,0.385022964769328,0.333239972712962,0.36048580320462,0.440284420479067,0.348188093575777,0.175118620493634,0.264811718117222,0.330958162110227,0.387728669857951,0.302328870072679,0.365251237123854,0.359093584235165,0.397876038478702,0.313271012308845,0.297964755306015,0.222057211974932,0.287791741061469,0.446854882345033,0.306643025072049,0.200496906339032,0.366140528996974,0.348276145284564,0.238661396843498,0.263131428034525,0.334831966087993,0.316342498905113,0.32133815294309,0.444558713355517,0.379477870601104,0.368568358271371,0.394813369149887,0.294863439328817,0.317881248237136,0.412422720418626,0.350557497704392,0.376598280066692,0.290306419696511,0.398468108536887,0.298088141261496,0.356693702978639,0.284488672294185,0.418451271864758,0.445635520166175,0.346533999215599,0.450180566049291,0.407743014494089,0.35072720888381,0.337829007655875,0.44903817848576,0.319197536588357,0.305847516161331,0.140871615948511,0.354799105682179,0.33704406904228,0.219053895642231,0.423928909594867,0.404353639234179,0.342170549180743,0.352624054283332,0.321428760607634,0.405017875517756,0.340074738171294,0.396996935474981,0.34137235380653,0.448625776419771,0.34089935454715,0.346635441009483,0.282009320449943,0.317640718818692,0.312814575503757,0.197293619063784,0.408966111869172,0.384536546242295,0.348988473471382,0.42607882167745,0.360340750361812,0.27943121424783,0.33204480372385,0.343381336960808,0.2685685171886,0.34212367877342,0.276834209084319,0.450628247186941,0.289104035279964,0.38820122942515,0.435967957380947
"2",0.40615299811543,0.385799493687005,0.343594964078403,0.351204861018286,0.301224572515056,0.376571957026562,0.304663252395621,0.366943233985794,0.325703380063507,0.339114214030532,0.188617467561817,0.370473921156932,0.417215804232148,0.333671074931717,0.410807335368152,0.374587881408277,0.385939232353544,0.38778431404047,0.367529203372984,0.204066849412476,0.244097227999088,0.353261093835487,0.4190817734106,0.352764901311646,0.391862265134892,0.385817604071843,0.413337804978308,0.32888841523256,0.306772715744761,0.217527096393017,0.327808528787849,0.458922274167428,0.343096611371892,0.199300441885843,0.380482782225352,0.394385681184984,0.331859582862903,0.300898745923913,0.383450216423794,0.363126259144025,0.330756330266289,0.44642127733414,0.397430793814495,0.393526141963904,0.387605224210506,0.341312584678118,0.349292158582643,0.424211994321632,0.382144129300501,0.389160299135991,0.329211789604038,0.405369744742225,0.350427235772337,0.372624751180655,0.323263654197989,0.38542835312411,0.448018900891014,0.374499073548228,0.465504485336936,0.442101715209561,0.377059312280247,0.381064073552735,0.450498005467848,0.394437074311731,0.332075826015971,0.232628094320715,0.354540646092851,0.348363122162923,0.289994268953184,0.422829152309213,0.389839045303067,0.428942253420602,0.379519603554582,0.341339859457296,0.41464793604484,0.356850598184845,0.42423188052934,0.344873651529307,0.436919174552059,0.374603380596333,0.38651512384807,0.30175593718629,0.389549715084509,0.401093416452659,0.309953817759436,0.385079433751969,0.390415195386277,0.360989714481413,0.424822183241249,0.365011103790054,0.248944558208503,0.329354615017943,0.35433736550017,0.349506050029172,0.368034941664836,0.265248994801245,0.463620994134562,0.313946818608496,0.423829412783544,0.444678093943659
"3",0.40699269185195,0.384148733124643,0.372370338455046,0.375645439017131,0.220028497093761,0.407476067428577,0.362434419988339,0.396860327612979,0.373550735793688,0.366161325958147,0.215655434089705,0.415677438614206,0.435904408068549,0.39035840780376,0.388730904830325,0.386629629977704,0.397359261691033,0.413322914585679,0.374723327515201,0.188077894237251,0.316728189378826,0.409242455844576,0.415074626210767,0.381112248942464,0.406015939649055,0.389252653605244,0.43158059248511,0.334446766726526,0.370819640376076,0.304609473880236,0.366936332014174,0.51436697843601,0.388616661342414,0.206196946308102,0.398089984495201,0.389975907801828,0.337673549727969,0.314944298311034,0.408619101100664,0.379596054144843,0.339299863608498,0.497501917077862,0.39744414906588,0.388059633743832,0.397961288134542,0.376280857122099,0.416609971061511,0.392963793292348,0.374592167050937,0.409601847727329,0.368520489966828,0.403361275632703,0.412333064243849,0.375274432022499,0.3593377972912,0.38714421037527,0.425802792396072,0.417110879735722,0.485257787630161,0.441335637252833,0.404813684752898,0.407356691295537,0.418361037205279,0.38218092319461,0.391553503171098,0.312413129225279,0.403755485486932,0.37503756584375,0.318296275976076,0.519268304431268,0.377086976351275,0.384231548725403,0.398295957711131,0.323939472328648,0.4095810590845,0.351732934208306,0.388251820695478,0.427753703296653,0.489519747666072,0.434515868837971,0.405666193604309,0.383376306442088,0.432817263885604,0.413341756906073,0.355382239910564,0.391057241834314,0.42330022005926,0.39473669839523,0.513900250431942,0.37941305094517,0.302810725089065,0.369948341798393,0.37299320299804,0.360923656405089,0.40078722787891,0.354171640336525,0.44507583960032,0.35369562136906,0.438641302393113,0.454357041969806
"4",0.459011055362707,0.432752895815558,0.393190183187304,0.390410421786466,0.285892756304201,0.407721596943339,0.396312792791762,0.416410103927194,0.376995265837055,0.392202244578426,0.344767275512261,0.434622406022557,0.418989028795087,0.403078032882779,0.370400835518621,0.414401633242887,0.440050098975421,0.434445038007017,0.409668752498342,0.364882955840679,0.289584511715327,0.390173000089358,0.413722106803444,0.405273743854988,0.403551268720841,0.415640198827182,0.42508546081067,0.367061599021925,0.395002626050737,0.358879390313154,0.364603740672371,0.479286797723948,0.423497037821393,0.291479278077006,0.427126520484266,0.406555070120298,0.353060770583711,0.38816408166385,0.410408752772887,0.427999703427172,0.288017358832866,0.45100592632538,0.411207824479821,0.430211520216439,0.415181627158065,0.395469553308612,0.454242269637437,0.426903373234327,0.423366900123046,0.423306355057327,0.384361077805405,0.435414862231046,0.429200125200196,0.411960800279907,0.337361720947225,0.397549404069281,0.40635089969463,0.428974321683913,0.463448403024679,0.448179656948725,0.405477555054171,0.405989124250497,0.455723364110538,0.396760854973785,0.392733825470835,0.378028194802579,0.427980133703049,0.42235442029848,0.328352097894775,0.505150841816677,0.402056498254838,0.397019051297281,0.428367181530572,0.343278633186005,0.419289090453209,0.404374740241036,0.423939742929381,0.506251475788983,0.477979691206058,0.441127488621752,0.421785504282984,0.407747501386956,0.442624756419671,0.419579398951943,0.399521413834841,0.405327221966066,0.43396076676079,0.43384707700003,0.516909325320112,0.394634358700355,0.391719409646921,0.409785012439019,0.382851785147769,0.391095085832669,0.411713814379268,0.377007991339047,0.440699308454593,0.393606691745448,0.445753325025358,0.498255022528855
"5",0.454757025153132,0.431180030355229,0.381824631469668,0.387285048127505,0.25688759397532,0.414301633091541,0.389309468953597,0.415582505725997,0.36568095330018,0.42047104064908,0.359919159388433,0.439795824706524,0.401996716325888,0.382956347826177,0.344650321617329,0.401750085529763,0.450886654284129,0.457909429788262,0.431346665469139,0.396840646789154,0.288348787181804,0.394778093359466,0.414301257814592,0.409190956898098,0.419764803112768,0.387829649345018,0.412539001072491,0.386691210697683,0.406974133956576,0.367797773101949,0.357314697879235,0.471266828727896,0.419426157418117,0.348372157077587,0.420085839829124,0.410223684497483,0.371987225184429,0.40015422889841,0.392601894120496,0.426370038744115,0.25739223851317,0.43329012873967,0.438333563113219,0.409046738297775,0.404344123161527,0.41149559430387,0.442934581292777,0.394847919556579,0.436307695999327,0.387658084475712,0.391789243402507,0.440018867074823,0.443663090704724,0.405374140639421,0.339030876073669,0.38979963647605,0.406476085821397,0.439978548273659,0.44838183061711,0.457333229475714,0.434344517745438,0.389639207324328,0.467308054256338,0.397216402617452,0.387159526629505,0.353617467354846,0.449230872175819,0.427405057675637,0.331312880978525,0.451175865684399,0.412487859539213,0.394172549334148,0.424888931880366,0.365127103666805,0.425842150489837,0.408115731166785,0.434382082601964,0.483512629065292,0.450064215247256,0.433121987162952,0.418563490485808,0.43417545948956,0.468189842130421,0.422823641434343,0.404110395565392,0.416195415991236,0.411287859757074,0.432648733600282,0.481984221829146,0.409349772696602,0.378379512263338,0.409127363075196,0.388607941263218,0.39650281235763,0.426161065244156,0.371610089721673,0.428549068720465,0.396095178796972,0.440876744885417,0.478027719124782
"6",0.420119391507,0.431643756585865,0.389807153096569,0.349348115043584,0.329865948521498,0.421135855771907,0.399516504730961,0.397019685615632,0.367905095062518,0.406996381969881,0.36678835447713,0.43014001783142,0.411284181219561,0.386417320337397,0.362001023671573,0.395294809981345,0.432913366672099,0.463921479188492,0.403168797545651,0.364511267284105,0.355255347413646,0.427821252395564,0.405534844821229,0.403993496757942,0.405240427185171,0.392947612501649,0.419388052503388,0.375860141458021,0.387858511862674,0.352085861052826,0.394744568712732,0.440129697656583,0.411667051628794,0.373248178755378,0.408907355983165,0.413996931617296,0.333469445075477,0.387116438249737,0.401438823588143,0.438359245714182,0.344487405401424,0.440901905664971,0.463310579206983,0.409057204212059,0.401705504522316,0.423493980301236,0.460342796739738,0.395349107394835,0.436143653383733,0.402619174598974,0.384143623622812,0.438533349741186,0.436826705860356,0.403733202348915,0.347278463571045,0.382669599786474,0.395858832370178,0.466912412790908,0.435323561773444,0.43715476594256,0.433716890247648,0.377782614264745,0.467660527164045,0.389172600397327,0.407121694714368,0.387011067830979,0.452512324487546,0.426564264112027,0.326722148534274,0.436606197670195,0.399218726846516,0.393262184154921,0.428420701464758,0.362348187532262,0.442981858382193,0.387966277594406,0.442877341350409,0.467658021671182,0.431687548682568,0.417844510363628,0.433046478279546,0.430516081336498,0.441974509081575,0.418477445613807,0.380330176777135,0.430493583055566,0.405073224016205,0.438376252250656,0.465754971683608,0.406338530638802,0.388960707703723,0.429235184524385,0.404911111631053,0.385440912693972,0.424571144469489,0.376404275794324,0.428062889353298,0.410313020211864,0.459593781464199,0.441798421043406
"7",0.42767324104412,0.458969619857585,0.418733850178896,0.374871798211777,0.385593682377866,0.421208623593948,0.420848916189739,0.400183879505189,0.396891822082012,0.398004471787721,0.329721408393235,0.439607696166198,0.414777382123373,0.407568646510535,0.388475382486872,0.380977095707711,0.433024759632334,0.423047563754317,0.400285362396498,0.372682301400797,0.379642585312523,0.444695418120337,0.394064667646053,0.417866225326879,0.412223429947338,0.398672686558218,0.414495587000685,0.385439031339198,0.367344973539091,0.397956790741894,0.415341568196415,0.431243877140431,0.419462483340339,0.39154520465228,0.410032738782607,0.408783911542694,0.353184267784458,0.393984739969109,0.394117598729339,0.446893525541872,0.330264412662513,0.410965096093619,0.459773317056066,0.400590294427611,0.397242130206945,0.410468236986016,0.439298523079309,0.397940462791935,0.419581896751156,0.418362341825999,0.377993783164777,0.372217989243975,0.433279987300334,0.400583677186563,0.314061040978121,0.39327427445045,0.396813043661315,0.518874885413594,0.443103038047522,0.446350104336488,0.40982592316409,0.417286165786176,0.546009789245363,0.325386217883666,0.455128307076554,0.390397838166189,0.464966845467201,0.42133083007215,0.372584930454176,0.421290955052101,0.400595485751439,0.400833075991111,0.444971194490266,0.39508786499371,0.458031784605433,0.4016944730155,0.436098188490247,0.514828867046554,0.413725821159589,0.433877892910301,0.457139581571715,0.43802309290686,0.431776519372721,0.395736215205715,0.384435435979351,0.430062354390244,0.384218951398765,0.460461408233201,0.510560494848517,0.437255557424092,0.406561052604737,0.440853360667846,0.415721927824949,0.387152860019685,0.437474394852935,0.381799711612531,0.441654277994335,0.408699824887484,0.435611756309261,0.461026439233436
"8",0.436060124834599,0.453473220294207,0.414243611841987,0.36648453626616,0.386653634984924,0.431352526270847,0.422139332600765,0.413770092644768,0.35670789699107,0.391479725640939,0.358751637557025,0.443206617290816,0.427101187580436,0.401995749681368,0.381984692245189,0.39444026707654,0.412119665190417,0.432133023689605,0.393834864131617,0.316534532555236,0.357761475915193,0.411178873902673,0.425902895443548,0.425215853501506,0.40982282092867,0.380617642988116,0.410558284515081,0.398061441514484,0.381172178563547,0.397193340770485,0.408376723103565,0.3856161961742,0.41945926465343,0.400021318602388,0.401173671011429,0.398894825396416,0.364389102009133,0.404594690204252,0.384729851991259,0.441266513199224,0.381157274461547,0.429523934311387,0.465866451036627,0.405993200045618,0.398615095472182,0.406309788130679,0.455023386986927,0.395529249092429,0.41020732371253,0.423373911963864,0.382089070335509,0.395461500636001,0.434583600973459,0.365725767526812,0.342229664867112,0.41485374516481,0.399794220104716,0.479219185195827,0.451292413393381,0.444797463478795,0.410316370016385,0.393807311934767,0.54324315419663,0.353757057643809,0.417244008747116,0.425004381245065,0.438681307005394,0.42944622197358,0.3343247317974,0.414248116087105,0.387862160257565,0.397494290095431,0.457531071710589,0.37673931920132,0.462380734625127,0.407894670002939,0.380818301069356,0.495368291368828,0.408057233746616,0.454088397506552,0.453089449410984,0.440364786568928,0.444626630309188,0.398164104958859,0.404623993804977,0.402225518824041,0.40347245009478,0.416691956291765,0.455279209503587,0.402145823205618,0.432830233416336,0.423256079205874,0.427716778453202,0.402973861420253,0.420904546146951,0.364826229571286,0.453306615636187,0.403210816251413,0.410461914770071,0.45216680731619
"9",0.438099047625027,0.434874176812105,0.428161564927038,0.379843413136917,0.388743396098797,0.416693755940055,0.411626795044074,0.426520009358191,0.371989621327162,0.368646999173089,0.355326662209153,0.408268806104777,0.418972611734148,0.372331568476421,0.397950067519111,0.372473074658798,0.415709274876869,0.416091066456024,0.402286776419782,0.247338663323539,0.268963708359141,0.403204217455124,0.403146164497707,0.420395661504619,0.433187832285312,0.401268032688179,0.446659787797139,0.365028640426185,0.370054259231923,0.38907214252957,0.39760346809564,0.36940536292105,0.429342824262249,0.418396219158998,0.380984618763286,0.402718764845299,0.359563667217662,0.3927703308606,0.386285833948079,0.420333327946115,0.370255968338863,0.39429229800816,0.442630058908292,0.4122365009731,0.408055430925465,0.399950415222244,0.453748767651726,0.40195741547337,0.396526152626193,0.406332626274414,0.404319254197937,0.361470485980665,0.419317653335983,0.275629758088998,0.368176377708878,0.407590885486314,0.382518590611826,0.491208747040998,0.445991146066677,0.459381468085899,0.413975185467627,0.385440787800849,0.509903429931617,0.353825725262517,0.390680253592655,0.442467465069555,0.439174832161315,0.442531285571195,0.276836555068508,0.412476396271256,0.399369149259422,0.408803233499819,0.457896560716845,0.383890464658752,0.444463508813862,0.401927128420835,0.2422558486699,0.481746737806535,0.408575181290874,0.458284534063024,0.447494940589763,0.450732682731082,0.432337503552872,0.382706335080994,0.398384653892126,0.385423637169948,0.417523648293557,0.409624057838214,0.43686182362558,0.400465817517205,0.420882807496648,0.398310246775817,0.418025420305929,0.402285607013498,0.40793587378748,0.279416014958113,0.42793304779523,0.407803899162008,0.411707726515769,0.441209118418903
"10",0.426840611259806,0.420960372571662,0.414313536523391,0.372157233323769,0.399986202487707,0.441234060717364,0.425938909380597,0.4342536090697,0.356150380160261,0.390739710507164,0.385573815827729,0.431489984683531,0.438670635383212,0.370950552150645,0.40538003220535,0.335893285958985,0.414918020686143,0.405740402894743,0.403390354159001,0.27194548008874,0.2771591914764,0.384362041290443,0.408767968637127,0.434105793299969,0.447904942130304,0.403908594700029,0.456698440420838,0.38104365983338,0.402614098327607,0.427907341928666,0.382421424891991,0.371906184563313,0.453528606149746,0.409405190831363,0.397849556449223,0.405234092755794,0.373238756542527,0.409175093787618,0.396986423339658,0.422191574228773,0.386354410830855,0.414287191885339,0.465272987675722,0.41069091307074,0.402887620021251,0.405814557788444,0.450750463674507,0.413108285924449,0.394565665347148,0.399227211485453,0.415328027129344,0.367963622285465,0.421875137943884,0.351044380166694,0.299736919522035,0.408531052021244,0.384509025063462,0.503651412382119,0.446717228075211,0.463699439065653,0.412939813370218,0.336891294400166,0.483739670336172,0.371779352310596,0.402195776064461,0.447714335065842,0.422423154919687,0.447656815434095,0.279213588329009,0.431170483686163,0.423265624488558,0.40039469466875,0.481371991395511,0.364273048497473,0.43555783400378,0.401041272967435,0.258186855400253,0.46829821022698,0.409368294258174,0.416445255113848,0.45132681465445,0.451781536484025,0.44581412000847,0.401918037972489,0.405762377650679,0.406637421492919,0.398390807192508,0.44149949724153,0.449571465302713,0.398739292259067,0.440839123432374,0.400506429839126,0.406614425904353,0.414233076068744,0.444155122240636,0.338695902572807,0.400371650249642,0.406995826775312,0.410985150354456,0.42593802871728
